country,date,num_sequences,perc_sequences,newcases,vx,vx_full,masks,gatherlim
denmark,2021-05-18,42,0.43,916,29.62,18.89,risk situations,<100
denmark,2021-05-19,42,0.43,1091,30.17,19.28,risk situations,<100
denmark,2021-05-20,42,0.43,1214,30.73,19.66,risk situations,<100
denmark,2021-05-21,42,0.43,1352,31.34,20,risk situations,<100
denmark,2021-05-22,42,0.43,753,31.79,20.2,risk situations,<100
denmark,2021-05-23,42,0.43,838,32.18,20.31,risk situations,<100
denmark,2021-05-24,42,0.43,935,32.58,20.48,risk situations,<100
denmark,2021-05-25,42,0.43,796,33.33,20.7,risk situations,<100
denmark,2021-05-26,42,0.43,1076,34.15,20.91,risk situations,<100
denmark,2021-05-27,42,0.43,1125,35,21.12,risk situations,<100
denmark,2021-05-28,42,0.43,1003,35.71,21.29,risk situations,<100
denmark,2021-05-29,42,0.43,1044,36.23,21.38,risk situations,<100
denmark,2021-05-30,42,0.43,958,36.67,21.5,risk situations,<100
denmark,2021-05-31,27,0.29,844,37.3,21.87,risk situations,<100
denmark,2021-06-01,27,0.29,911,37.98,22.18,risk situations,<100
denmark,2021-06-02,27,0.29,956,38.72,22.48,risk situations,<100
denmark,2021-06-03,27,0.29,1036,39.35,22.89,risk situations,<100
denmark,2021-06-04,27,0.29,935,40.06,23.14,risk situations,<100
denmark,2021-06-05,27,0.29,597,40.66,23.27,risk situations,<100
denmark,2021-06-06,27,0.29,855,41.18,23.53,risk situations,<100
denmark,2021-06-07,27,0.29,460,42.11,23.91,risk situations,<100
denmark,2021-06-08,27,0.29,380,43.03,24.33,risk situations,<100
denmark,2021-06-09,27,0.29,909,43.94,24.75,risk situations,<100
denmark,2021-06-10,27,0.29,477,44.96,25.05,risk situations,<100
denmark,2021-06-11,27,0.29,418,45.8,25.37,risk situations,<100
denmark,2021-06-12,27,0.29,439,46.38,25.59,risk situations,<100
denmark,2021-06-13,27,0.29,316,46.96,25.82,risk situations,<100
denmark,2021-06-14,94,1.67,238,47.86,26.21,risk situations,<100
denmark,2021-06-15,94,1.67,227,48.91,26.53,risk situations,<100
denmark,2021-06-16,94,1.67,353,49.8,26.98,risk situations,<100
denmark,2021-06-17,94,1.67,332,50.68,27.35,risk situations,<100
denmark,2021-06-18,94,1.67,205,51.29,27.82,risk situations,<100
denmark,2021-06-19,94,1.67,244,51.7,28.13,risk situations,<100
denmark,2021-06-20,94,1.67,194,52.2,28.4,risk situations,<100
denmark,2021-06-21,94,1.67,151,52.88,28.85,risk situations,<100
denmark,2021-06-22,94,1.67,157,53.68,29.32,risk situations,<100
denmark,2021-06-23,94,1.67,224,54.34,29.88,risk situations,<100
denmark,2021-06-24,94,1.67,173,54.93,30.48,risk situations,<100
denmark,2021-06-25,94,1.67,222,55.43,31.04,risk situations,<100
denmark,2021-06-26,94,1.67,196,55.76,31.43,risk situations,<100
denmark,2021-06-27,94,1.67,175,56.04,31.85,risk situations,<100
denmark,2021-06-28,400,20.62,151,56.56,32.45,risk situations,<100
denmark,2021-06-29,400,20.62,246,57.09,33.18,risk situations,<100
denmark,2021-06-30,400,20.62,341,57.66,33.84,risk situations,<100
denmark,2021-07-01,400,20.62,477,58.2,34.54,risk situations,<100
denmark,2021-07-02,400,20.62,326,58.54,35.3,risk situations,<1000
denmark,2021-07-03,400,20.62,450,58.74,35.87,risk situations,<1000
denmark,2021-07-04,400,20.62,392,58.96,36.38,risk situations,<1000
denmark,2021-07-05,400,20.62,341,59.52,37.12,risk situations,<1000
denmark,2021-07-06,400,20.62,551,60.22,37.85,risk situations,<1000
denmark,2021-07-07,400,20.62,699,61.02,38.54,risk situations,<1000
denmark,2021-07-08,400,20.62,672,61.84,39.17,risk situations,<1000
denmark,2021-07-09,400,20.62,559,62.62,39.75,risk situations,<1000
denmark,2021-07-10,400,20.62,541,63.15,40.12,risk situations,<1000
denmark,2021-07-11,400,20.62,635,63.75,40.5,risk situations,<1000
denmark,2021-07-12,3861,79.66,860,64.36,41.44,risk situations,<1000
denmark,2021-07-13,3861,79.66,1075,65.07,42.3,risk situations,<1000
denmark,2021-07-14,3861,79.66,1210,65.81,43.07,risk situations,<1000
denmark,2021-07-15,3861,79.66,1148,66.39,44,risk situations,<1000
denmark,2021-07-16,3861,79.66,973,66.91,44.75,risk situations,<1000
denmark,2021-07-17,3861,79.66,1040,67.33,45.2,risk situations,<1000
denmark,2021-07-18,3861,79.66,651,67.68,45.79,risk situations,<1000
denmark,2021-07-19,3861,79.66,855,68.24,46.73,risk situations,<1000
denmark,2021-07-20,3861,79.66,830,68.82,47.71,risk situations,<1000
denmark,2021-07-21,3861,79.66,859,69.34,48.66,risk situations,<1000
denmark,2021-07-22,3861,79.66,815,69.76,49.55,risk situations,<1000
denmark,2021-07-23,3861,79.66,708,70.19,50.31,risk situations,<1000
denmark,2021-07-24,3861,79.66,765,70.49,50.72,risk situations,<1000
denmark,2021-07-25,3861,79.66,647,70.72,51.26,risk situations,<1000
denmark,2021-07-26,9773,97.67,772,71.15,51.99,risk situations,<1000
denmark,2021-07-27,9773,97.67,568,71.55,52.76,risk situations,<1000
denmark,2021-07-28,9773,97.67,1301,71.88,53.51,risk situations,<1000
denmark,2021-07-29,9773,97.67,857,72.21,54.18,risk situations,<1000
denmark,2021-07-30,9773,97.67,1088,72.45,54.78,risk situations,<1000
denmark,2021-07-31,9773,97.67,741,72.56,55.13,public spaces,<1000
denmark,2021-08-01,9773,97.67,898,72.72,55.46,public spaces,<1000
denmark,2021-08-02,9773,97.67,785,73,56.16,public spaces,<1000
denmark,2021-08-03,9773,97.67,820,73.23,56.91,public spaces,<1000
denmark,2021-08-04,9773,97.67,932,73.43,57.68,public spaces,<1000
denmark,2021-08-05,9773,97.67,948,73.63,58.37,public spaces,<1000
denmark,2021-08-06,9773,97.67,874,73.8,59.06,public spaces,<1000
denmark,2021-08-07,9773,97.67,954,73.93,59.52,public spaces,<1000
denmark,2021-08-08,9773,97.67,828,74,60.14,public spaces,<1000
denmark,2021-08-09,9706,99.38,942,74.18,61.1,public spaces,<1000
denmark,2021-08-10,9706,99.38,1009,74.35,62.05,public spaces,<1000
denmark,2021-08-11,9706,99.38,1176,74.45,63.04,public spaces,<1000
england,2021-05-11,,,2117,52.74,27.47,public spaces,<10
england,2021-05-12,,,1804,53,28.18,public spaces,<10
england,2021-05-13,,,2229,53.31,28.85,public spaces,<10
england,2021-05-14,,,1828,53.64,29.46,public spaces,<10
england,2021-05-15,,,1614,54,30.09,public spaces,<10
england,2021-05-16,,,1471,54.19,30.37,public spaces,<10
england,2021-05-17,,,1645,54.34,30.74,public spaces,<10
england,2021-05-18,,,2008,54.61,31.21,public spaces,<10
england,2021-05-19,,,2151,55.03,31.76,public spaces,<10
england,2021-05-20,,,2307,55.45,32.41,public spaces,<10
england,2021-05-21,,,2303,55.79,33.07,public spaces,<10
england,2021-05-22,,,2242,56.1,33.97,public spaces,<10
england,2021-05-23,,,1734,56.28,34.35,public spaces,<10
england,2021-05-24,,,1972,56.45,34.85,public spaces,<10
england,2021-05-25,,,2081,56.73,35.43,public spaces,<10
england,2021-05-26,,,2540,57.09,36.08,public spaces,<10
england,2021-05-27,,,2936,57.49,36.74,public spaces,<10
england,2021-05-28,,,3434,57.8,37.42,public spaces,<10
england,2021-05-29,,,2747,58.07,38.09,public spaces,<10
england,2021-05-30,,,2621,58.25,38.41,public spaces,<10
england,2021-05-31,,,2854,58.37,38.68,public spaces,<10
england,2021-06-01,,,2539,58.51,39.17,public spaces,<10
england,2021-06-02,,,3486,58.74,39.69,public spaces,<10
england,2021-06-03,,,4310,59.02,40.24,public spaces,<10
england,2021-06-04,,,5102,59.28,40.81,public spaces,<10
england,2021-06-05,,,4810,59.59,41.54,public spaces,<10
england,2021-06-06,,,4405,59.77,41.93,public spaces,<10
england,2021-06-07,,,4913,59.93,42.36,public spaces,<10
england,2021-06-08,,,5250,60.12,42.81,public spaces,<10
england,2021-06-09,,,6201,60.39,43.26,public spaces,<10
england,2021-06-10,,,6436,60.69,43.7,public spaces,<10
england,2021-06-11,,,6782,61.01,44.14,public spaces,<10
england,2021-06-12,,,6601,61.41,44.63,public spaces,<10
england,2021-06-13,,,6269,61.63,44.9,public spaces,<10
england,2021-06-14,,,6647,61.83,45.21,public spaces,<10
england,2021-06-15,,,6486,62.11,45.52,public spaces,<10
england,2021-06-16,,,7642,62.41,45.84,public spaces,<10
england,2021-06-17,,,9371,62.79,46.15,public spaces,<10
england,2021-06-18,,,9185,63.14,46.44,public spaces,<10
england,2021-06-19,,,8954,63.59,46.78,public spaces,<10
england,2021-06-20,,,7778,63.84,46.92,public spaces,<10
england,2021-06-21,,,8766,,,public spaces,<10
england,2021-06-22,,,9096,64.33,47.3,public spaces,<10
england,2021-06-23,,,12765,64.66,47.52,public spaces,<10
england,2021-06-24,,,13068,65.02,47.76,public spaces,<10
england,2021-06-25,,,13498,65.33,48,public spaces,<10
england,2021-06-26,,,15136,65.71,48.31,public spaces,<10
england,2021-06-27,,,11560,65.92,48.48,public spaces,<10
england,2021-06-28,,,18702,66.11,48.67,public spaces,<10
england,2021-06-29,,,16802,66.31,48.87,public spaces,<10
england,2021-06-30,,,21293,66.52,49.12,public spaces,<10
england,2021-07-01,,,22948,66.76,49.39,public spaces,<10
england,2021-07-02,,,22393,66.95,49.64,public spaces,<10
england,2021-07-03,,,21317,67.16,49.94,public spaces,<10
england,2021-07-04,,,20454,67.28,50.09,public spaces,<10
england,2021-07-05,,,23286,67.39,50.28,public spaces,<10
england,2021-07-06,,,25295,67.51,50.47,public spaces,<10
england,2021-07-07,,,27516,67.64,50.7,public spaces,<10
england,2021-07-08,,,28421,67.79,50.94,public spaces,<10
england,2021-07-09,,,31231,67.93,51.19,public spaces,<10
england,2021-07-10,,,29732,68.07,51.5,public spaces,<10
england,2021-07-11,,,28421,68.13,51.64,public spaces,<10
england,2021-07-12,,,30619,68.21,51.82,public spaces,<10
england,2021-07-13,,,32883,68.3,52.04,public spaces,<10
england,2021-07-14,,,37895,68.39,52.31,public spaces,<10
england,2021-07-15,,,44523,68.48,52.6,public spaces,<10
england,2021-07-16,,,47360,68.57,52.89,public spaces,<10
england,2021-07-17,,,50955,68.68,53.24,public spaces,<10
england,2021-07-18,,,44777,68.72,53.43,public spaces,<10
england,2021-07-19,,,34657,68.78,53.63,risk situations,no restr
england,2021-07-20,,,43261,68.84,53.85,risk situations,no restr
england,2021-07-21,,,39504,68.91,54.11,risk situations,no restr
england,2021-07-22,,,35939,68.98,54.38,risk situations,no restr
england,2021-07-23,,,32792,69.05,54.66,risk situations,no restr
england,2021-07-24,,,28968,69.11,54.97,risk situations,no restr
england,2021-07-25,,,25434,69.15,55.14,risk situations,no restr
england,2021-07-26,,,22181,69.19,55.34,risk situations,no restr
england,2021-07-27,,,20290,69.25,55.55,risk situations,no restr
england,2021-07-28,,,24367,69.3,55.79,risk situations,no restr
england,2021-07-29,,,27524,69.37,56.04,risk situations,no restr
england,2021-07-30,,,26241,69.42,56.3,risk situations,no restr
england,2021-07-31,,,23949,69.48,56.62,risk situations,no restr
england,2021-08-01,,,21645,69.51,56.78,risk situations,no restr
england,2021-08-02,,,19175,69.55,56.95,risk situations,no restr
england,2021-08-03,,,19012,69.6,57.14,risk situations,no restr
england,2021-08-04,,,26393,69.65,57.37,risk situations,no restr
england,2021-08-05,,,26512,69.7,57.63,risk situations,no restr
england,2021-08-06,,,28321,69.75,57.87,risk situations,no restr
england,2021-08-07,,,25877,69.81,58.2,risk situations,no restr
england,2021-08-08,,,24196,69.84,58.36,risk situations,no restr
england,2021-08-09,,,21915,69.88,58.56,risk situations,no restr
england,2021-08-10,,,20630,69.93,58.78,risk situations,no restr
england,2021-08-11,,,26647,69.99,59.04,risk situations,no restr
estonia,2021-05-11,,,359,28.57,12.35,risk situations,<100
estonia,2021-05-12,,,368,29.02,12.66,risk situations,<100
estonia,2021-05-13,,,300,29.46,13.2,risk situations,<100
estonia,2021-05-14,,,278,29.92,13.4,risk situations,<100
estonia,2021-05-15,,,280,30.16,13.42,risk situations,<100
estonia,2021-05-16,,,131,30.23,13.42,risk situations,<100
estonia,2021-05-17,,,153,30.67,13.5,risk situations,<100
estonia,2021-05-18,,,294,31.11,13.66,risk situations,<100
estonia,2021-05-19,,,257,31.51,13.94,risk situations,<100
estonia,2021-05-20,,,327,31.91,14.65,risk situations,<100
estonia,2021-05-21,,,225,32.41,15.23,risk situations,<100
estonia,2021-05-22,,,180,32.72,15.28,risk situations,<100
estonia,2021-05-23,,,103,32.97,15.31,risk situations,<100
estonia,2021-05-24,,,77,33.3,15.4,risk situations,<100
estonia,2021-05-25,,,160,33.67,15.55,risk situations,<100
estonia,2021-05-26,,,185,34.11,15.98,risk situations,<100
estonia,2021-05-27,,,144,34.54,16.76,risk situations,<100
estonia,2021-05-28,,,139,34.9,17.34,risk situations,<100
estonia,2021-05-29,,,127,35.19,17.45,risk situations,<100
estonia,2021-05-30,,,62,35.46,17.52,risk situations,<100
estonia,2021-05-31,,,58,35.63,17.63,risk situations,<100
estonia,2021-06-01,,,130,36.06,17.84,risk situations,<100
estonia,2021-06-02,,,130,36.5,18.24,risk situations,<100
estonia,2021-06-03,,,105,36.96,18.83,risk situations,<100
estonia,2021-06-04,,,96,37.34,19.33,risk situations,<100
estonia,2021-06-05,,,63,37.6,19.46,risk situations,<100
estonia,2021-06-06,,,51,37.72,19.73,risk situations,<100
estonia,2021-06-07,,,37,37.95,19.98,risk situations,<100
estonia,2021-06-08,,,86,38.26,20.39,risk situations,<100
estonia,2021-06-09,,,68,38.59,21.07,risk situations,<100
estonia,2021-06-10,,,54,38.92,21.87,risk situations,<100
estonia,2021-06-11,,,54,39.18,22.51,risk situations,<1000
estonia,2021-06-12,,,55,39.34,22.86,risk situations,<1000
estonia,2021-06-13,,,37,39.47,23.08,risk situations,<1000
estonia,2021-06-14,,,28,39.71,23.42,risk situations,<1000
estonia,2021-06-15,,,61,39.97,23.96,recommended,<1000
estonia,2021-06-16,,,59,40.19,24.74,recommended,<1000
estonia,2021-06-17,,,37,40.41,25.58,recommended,<1000
estonia,2021-06-18,,,56,40.75,26.3,recommended,<1000
estonia,2021-06-19,,,30,40.87,26.65,recommended,<1000
estonia,2021-06-20,,,25,41,26.82,recommended,<1000
estonia,2021-06-21,,,12,41.22,27.26,recommended,<1000
estonia,2021-06-22,,,37,41.36,27.56,recommended,<1000
estonia,2021-06-23,,,25,41.36,27.57,recommended,1000+
estonia,2021-06-24,,,18,41.36,27.58,recommended,1000+
estonia,2021-06-25,,,10,41.51,28.01,recommended,1000+
estonia,2021-06-26,,,33,41.6,28.25,recommended,1000+
estonia,2021-06-27,,,27,41.69,28.5,recommended,1000+
estonia,2021-06-28,,,15,41.84,28.92,recommended,1000+
estonia,2021-06-29,,,45,42,29.38,recommended,<100
estonia,2021-06-30,,,36,42.19,29.87,recommended,<100
estonia,2021-07-01,,,21,42.37,30.25,recommended,<100
estonia,2021-07-02,,,38,42.54,30.63,recommended,<100
estonia,2021-07-03,,,38,42.64,30.91,recommended,<100
estonia,2021-07-04,,,27,42.75,31.22,recommended,<100
estonia,2021-07-05,,,19,42.94,31.38,recommended,<100
estonia,2021-07-06,,,50,43.13,31.81,recommended,1000+
estonia,2021-07-07,,,42,43.32,32.12,recommended,1000+
estonia,2021-07-08,,,58,43.52,32.53,recommended,1000+
estonia,2021-07-09,,,39,43.74,32.82,recommended,1000+
estonia,2021-07-10,,,64,43.85,32.94,recommended,1000+
estonia,2021-07-11,,,27,43.97,33.18,recommended,1000+
estonia,2021-07-12,,,21,44.11,33.38,recommended,1000+
estonia,2021-07-13,,,54,44.3,33.7,recommended,1000+
estonia,2021-07-14,,,56,44.47,34.06,recommended,1000+
estonia,2021-07-15,,,63,44.69,34.41,recommended,1000+
estonia,2021-07-16,,,62,44.84,34.63,recommended,1000+
estonia,2021-07-17,,,64,44.94,34.68,recommended,1000+
estonia,2021-07-18,,,41,45.17,34.77,recommended,1000+
estonia,2021-07-19,,,34,45.4,34.98,recommended,1000+
estonia,2021-07-20,,,81,45.65,35.35,recommended,1000+
estonia,2021-07-21,,,96,45.88,35.64,recommended,1000+
estonia,2021-07-22,,,120,46.17,35.93,recommended,1000+
estonia,2021-07-23,,,83,46.48,36.18,recommended,1000+
estonia,2021-07-24,,,106,46.66,36.25,recommended,1000+
estonia,2021-07-25,,,90,46.83,36.33,recommended,1000+
estonia,2021-07-26,,,66,47.08,36.5,recommended,1000+
estonia,2021-07-27,,,193,47.28,36.77,,
estonia,2021-07-28,,,174,47.51,36.95,,
estonia,2021-07-29,,,220,47.76,37.09,,
estonia,2021-07-30,,,197,48.01,37.23,,
estonia,2021-07-31,,,249,48.16,37.3,,
estonia,2021-08-01,,,128,48.31,37.36,,
estonia,2021-08-02,,,86,48.6,37.52,,
estonia,2021-08-03,,,207,48.93,37.67,,
estonia,2021-08-04,,,243,49.28,37.77,,
estonia,2021-08-05,,,258,49.58,37.88,,
estonia,2021-08-06,,,241,49.96,38.02,,
estonia,2021-08-07,,,230,50.15,38.09,,
estonia,2021-08-08,,,126,50.28,38.11,,
estonia,2021-08-09,,,147,50.58,38.24,,
estonia,2021-08-10,,,289,50.9,38.38,,
estonia,2021-08-11,,,344,51.19,38.52,,
finland,2021-05-11,19,3.53,124,36.36,4.31,risk situations,<10
finland,2021-05-12,19,3.53,280,,,risk situations,<10
finland,2021-05-13,19,3.53,262,36.67,4.45,risk situations,<10
finland,2021-05-14,19,3.53,154,37.77,5.02,risk situations,<10
finland,2021-05-15,19,3.53,192,37.99,5.09,risk situations,<10
finland,2021-05-16,19,3.53,227,,,risk situations,<10
finland,2021-05-17,74,12.33,144,38.5,5.26,risk situations,<10
finland,2021-05-18,74,12.33,149,,,risk situations,<10
finland,2021-05-19,74,12.33,289,39.01,5.54,risk situations,<10
finland,2021-05-20,74,12.33,259,39.74,5.99,risk situations,<10
finland,2021-05-21,74,12.33,211,40.92,6.64,risk situations,<10
finland,2021-05-22,74,12.33,248,41.25,6.79,risk situations,<10
finland,2021-05-23,74,12.33,121,41.35,6.8,risk situations,<10
finland,2021-05-24,74,12.33,93,,,risk situations,<10
finland,2021-05-25,74,12.33,125,42.33,7.42,risk situations,<10
finland,2021-05-26,74,12.33,220,42.88,7.85,risk situations,<10
finland,2021-05-27,74,12.33,98,,,risk situations,<10
finland,2021-05-28,74,12.33,182,43.98,8.65,risk situations,<10
finland,2021-05-29,74,12.33,,44.29,8.77,risk situations,<10
finland,2021-05-30,74,12.33,188,,,risk situations,<10
finland,2021-05-31,123,23.65,56,44.33,8.78,risk situations,<10
finland,2021-06-01,123,23.65,154,44.69,9.03,risk situations,<10
finland,2021-06-02,123,23.65,128,45.32,9.46,risk situations,<10
finland,2021-06-03,123,23.65,143,46.61,10.38,risk situations,<10
finland,2021-06-04,123,23.65,125,47.29,10.86,risk situations,<10
finland,2021-06-05,123,23.65,120,,,risk situations,<10
finland,2021-06-06,123,23.65,68,47.5,10.97,risk situations,<10
finland,2021-06-07,123,23.65,55,47.58,11.01,risk situations,<10
finland,2021-06-08,123,23.65,113,48.11,11.31,risk situations,<10
finland,2021-06-09,123,23.65,126,48.57,11.56,risk situations,<10
finland,2021-06-10,123,23.65,93,49.12,11.93,risk situations,<10
finland,2021-06-11,123,23.65,47,49.54,12.22,risk situations,<10
finland,2021-06-12,123,23.65,114,50.32,12.73,risk situations,<10
finland,2021-06-13,123,23.65,47,51.09,13.09,risk situations,<10
finland,2021-06-14,97,33.8,29,51.36,13.15,risk situations,<10
finland,2021-06-15,97,33.8,73,51.42,13.16,risk situations,<10
finland,2021-06-16,97,33.8,103,52.27,13.49,risk situations,<10
finland,2021-06-17,97,33.8,55,53.03,13.89,risk situations,<10
finland,2021-06-18,97,33.8,73,54.82,14.98,risk situations,<10
finland,2021-06-19,97,33.8,115,55.4,15.3,risk situations,<10
finland,2021-06-20,97,33.8,65,55.55,15.37,risk situations,<10
finland,2021-06-21,97,33.8,45,55.79,15.51,risk situations,<10
finland,2021-06-22,97,33.8,110,,,risk situations,<10
finland,2021-06-23,97,33.8,107,56.46,15.95,risk situations,<10
finland,2021-06-24,97,33.8,123,,,risk situations,<10
finland,2021-06-25,97,33.8,,58.11,17.7,risk situations,<10
finland,2021-06-26,97,33.8,270,58.11,17.7,risk situations,<10
finland,2021-06-27,97,33.8,95,,,risk situations,<10
finland,2021-06-28,489,84.75,84,58.24,17.8,risk situations,<10
finland,2021-06-29,489,84.75,219,,,risk situations,<10
finland,2021-06-30,489,84.75,355,59.39,18.63,risk situations,<10
finland,2021-07-01,489,84.75,222,,,risk situations,<10
finland,2021-07-02,489,84.75,216,60.46,20.09,risk situations,<10
finland,2021-07-03,489,84.75,192,60.8,20.63,risk situations,<10
finland,2021-07-04,489,84.75,91,60.87,20.81,risk situations,<10
finland,2021-07-05,489,84.75,106,,,risk situations,<10
finland,2021-07-06,489,84.75,222,60.94,20.98,risk situations,<10
finland,2021-07-07,489,84.75,258,61.28,21.54,risk situations,<10
finland,2021-07-08,489,84.75,300,61.59,22.08,risk situations,<10
finland,2021-07-09,489,84.75,302,62.09,23.02,risk situations,<10
finland,2021-07-10,489,84.75,293,62.43,23.61,risk situations,<10
finland,2021-07-11,489,84.75,138,62.82,24.32,risk situations,<10
finland,2021-07-12,679,96.59,133,62.89,24.53,risk situations,<10
finland,2021-07-13,679,96.59,290,63.24,25.16,risk situations,<10
finland,2021-07-14,679,96.59,383,63.54,25.83,risk situations,<10
finland,2021-07-15,679,96.59,324,63.86,26.56,risk situations,<10
finland,2021-07-16,679,96.59,380,,,risk situations,<10
finland,2021-07-17,679,96.59,384,64.14,27.29,risk situations,<10
finland,2021-07-18,679,96.59,180,64.35,27.72,risk situations,<10
finland,2021-07-19,679,96.59,156,64.43,27.99,risk situations,<10
finland,2021-07-20,679,96.59,461,64.63,28.53,risk situations,<10
finland,2021-07-21,679,96.59,453,64.87,29.13,risk situations,<10
finland,2021-07-22,679,96.59,404,65.17,30.19,risk situations,<10
finland,2021-07-23,679,96.59,412,,,risk situations,<10
finland,2021-07-24,679,96.59,570,65.41,31.03,risk situations,<10
finland,2021-07-25,679,96.59,360,65.58,31.57,risk situations,<10
finland,2021-07-26,240,99.59,267,65.59,31.61,risk situations,<10
finland,2021-07-27,240,99.59,612,65.65,31.8,risk situations,<10
finland,2021-07-28,240,99.59,644,65.85,32.38,risk situations,<10
finland,2021-07-29,240,99.59,765,66.08,33.1,risk situations,<10
finland,2021-07-30,240,99.59,748,66.55,34.79,risk situations,<10
finland,2021-07-31,240,99.59,794,,,recommended,<10
finland,2021-08-01,240,99.59,519,66.72,35.32,recommended,<10
finland,2021-08-02,240,99.59,345,66.75,35.41,recommended,<10
finland,2021-08-03,240,99.59,692,66.97,36.25,recommended,<10
finland,2021-08-04,240,99.59,872,,,recommended,<10
finland,2021-08-05,240,99.59,752,67.14,36.83,recommended,<10
finland,2021-08-06,240,99.59,738,67.41,37.83,recommended,<10
finland,2021-08-07,240,99.59,165,67.73,38.41,recommended,<10
finland,2021-08-08,240,99.59,1322,67.88,38.87,recommended,<10
finland,2021-08-09,240,99.59,449,67.94,38.97,recommended,<10
finland,2021-08-10,240,99.59,781,68.18,39.65,recommended,<10
finland,2021-08-11,240,99.59,844,68.55,40.64,recommended,<10
france,2021-05-11,45,1.15,19791,27.98,12.42,always,<10
france,2021-05-12,45,1.15,21498,28.62,12.78,always,<10
france,2021-05-13,45,1.15,19461,29.12,12.87,always,<10
france,2021-05-14,45,1.15,7043,29.78,13.13,always,<10
france,2021-05-15,45,1.15,15685,30.33,13.27,always,<10
france,2021-05-16,45,1.15,13948,30.63,13.3,always,<10
france,2021-05-17,44,1.51,3351,31.18,13.53,always,<10
france,2021-05-18,44,1.51,17223,31.86,13.77,always,<10
france,2021-05-19,44,1.51,19057,32.54,13.99,always,<10
france,2021-05-20,44,1.51,,33.29,14.24,always,<10
france,2021-05-21,44,1.51,12803,34.01,14.52,always,<10
france,2021-05-22,44,1.51,12611,34.52,14.65,always,<10
france,2021-05-23,44,1.51,9704,34.76,14.67,always,<10
france,2021-05-24,44,1.51,2230,35.14,14.72,always,<10
france,2021-05-25,44,1.51,3155,35.73,15.01,always,<10
france,2021-05-26,44,1.51,12657,36.34,15.3,always,<10
france,2021-05-27,44,1.51,13933,37,15.64,always,<10
france,2021-05-28,44,1.51,11274,37.63,16.07,always,<10
france,2021-05-29,44,1.51,11527,38.07,16.3,always,<10
france,2021-05-30,44,1.51,8541,38.23,16.35,always,<10
france,2021-05-31,58,2.2,370,38.76,16.67,always,<10
france,2021-06-01,58,2.2,9853,39.38,17.08,always,<10
france,2021-06-02,58,2.2,1354,39.99,17.44,always,<10
france,2021-06-03,58,2.2,15684,40.67,17.85,always,<10
france,2021-06-04,58,2.2,6958,41.34,18.33,always,<10
france,2021-06-05,58,2.2,6654,41.78,18.63,always,<10
france,2021-06-06,58,2.2,5070,41.98,18.7,always,<10
france,2021-06-07,58,2.2,1174,42.47,19.1,always,<10
france,2021-06-08,58,2.2,6021,43.05,19.56,always,<10
france,2021-06-09,58,2.2,5569,43.61,19.98,always,<10
france,2021-06-10,58,2.2,4483,44.2,20.43,always,<10
france,2021-06-11,58,2.2,3879,44.77,20.99,always,<10
france,2021-06-12,58,2.2,3972,45.18,21.31,always,<10
france,2021-06-13,58,2.2,2855,45.34,21.42,always,<10
france,2021-06-14,249,12.67,698,45.69,21.96,always,<10
france,2021-06-15,249,12.67,3243,46.14,22.55,always,<10
france,2021-06-16,249,12.67,3064,46.6,23.09,always,<10
france,2021-06-17,249,12.67,2142,47.06,23.66,risk situations,<10
france,2021-06-18,249,12.67,3187,47.53,24.33,risk situations,<10
france,2021-06-19,249,12.67,2624,47.86,24.74,risk situations,<10
france,2021-06-20,249,12.67,1816,47.97,24.9,risk situations,<10
france,2021-06-21,249,12.67,496,48.26,25.5,risk situations,<10
france,2021-06-22,249,12.67,2213,48.58,26.2,risk situations,<10
france,2021-06-23,249,12.67,2330,48.93,26.86,risk situations,<10
france,2021-06-24,249,12.67,2151,49.28,27.48,risk situations,<10
france,2021-06-25,249,12.67,1988,49.61,28.27,risk situations,<10
france,2021-06-26,249,12.67,2128,49.84,28.83,risk situations,<10
france,2021-06-27,249,12.67,1578,49.92,29.06,risk situations,<10
france,2021-06-28,729,41.56,518,50.14,29.74,risk situations,<10
france,2021-06-29,729,41.56,3395,50.41,30.5,risk situations,<10
france,2021-06-30,729,41.56,1380,50.71,31.22,risk situations,<100
france,2021-07-01,729,41.56,2702,51.03,31.91,risk situations,<100
france,2021-07-02,729,41.56,2687,51.36,32.69,risk situations,<100
france,2021-07-03,729,41.56,3006,51.57,33.24,risk situations,<100
france,2021-07-04,729,41.56,2549,51.65,33.45,risk situations,<100
france,2021-07-05,729,41.56,802,51.89,34.08,risk situations,<100
france,2021-07-06,729,41.56,3588,52.17,34.8,risk situations,<100
france,2021-07-07,729,41.56,4083,52.48,35.46,risk situations,<100
france,2021-07-08,729,41.56,4446,52.82,36.1,risk situations,<100
france,2021-07-09,729,41.56,4639,53.15,36.87,risk situations,<100
france,2021-07-10,729,41.56,4696,53.36,37.38,risk situations,<100
france,2021-07-11,729,41.56,4256,53.45,37.54,risk situations,<100
france,2021-07-12,2421,67.01,1268,53.69,38.26,public spaces,<100
france,2021-07-13,2421,67.01,6958,54.11,39.06,public spaces,<100
france,2021-07-14,2421,67.01,1450,54.38,39.3,public spaces,<100
france,2021-07-15,2421,67.01,11058,54.88,40.07,public spaces,<100
france,2021-07-16,2421,67.01,10995,55.44,40.84,public spaces,<100
france,2021-07-17,2421,67.01,10949,55.82,41.32,public spaces,<100
france,2021-07-18,2421,67.01,12532,55.98,41.5,public spaces,<100
