country,date,num_sequences,perc_sequences,newcases,vx,vx_full,masks,gatherlim
albania,2021-05-11,,,50,15.32,6.31,always,<10
albania,2021-05-12,,,42,15.45,6.53,always,<10
albania,2021-05-13,,,45,15.48,6.7,always,<10
albania,2021-05-14,,,49,15.59,7.12,always,<10
albania,2021-05-15,,,39,,,always,<10
albania,2021-05-16,,,37,,,always,<10
albania,2021-05-17,,,17,15.88,7.75,always,<10
albania,2021-05-18,,,39,15.99,7.95,always,<10
albania,2021-05-19,,,24,16.1,8.15,always,<10
albania,2021-05-20,,,23,16.2,8.26,always,<10
albania,2021-05-21,,,35,16.3,8.33,always,<10
albania,2021-05-22,,,23,,,always,<10
albania,2021-05-23,,,33,16.43,8.47,always,<10
albania,2021-05-24,,,6,16.51,8.68,always,<10
albania,2021-05-25,,,14,,,always,<10
albania,2021-05-26,,,15,16.67,9.35,always,<10
albania,2021-05-27,,,20,16.74,9.63,always,<10
albania,2021-05-28,,,21,,,always,<10
albania,2021-05-29,,,12,,,always,<10
albania,2021-05-30,,,12,16.86,9.97,always,<10
albania,2021-05-31,,,6,16.89,10.09,always,<10
albania,2021-06-01,,,22,16.93,10.19,risk situations,<10
albania,2021-06-02,,,14,,,risk situations,<10
albania,2021-06-03,,,9,17.03,10.33,risk situations,<10
albania,2021-06-04,,,12,,,risk situations,<10
albania,2021-06-05,,,2,,,risk situations,<10
albania,2021-06-06,,,5,17.11,10.64,risk situations,<10
albania,2021-06-07,,,5,17.14,10.78,risk situations,<100
albania,2021-06-08,,,13,17.18,10.97,risk situations,<100
albania,2021-06-09,,,18,17.24,11.14,risk situations,<100
albania,2021-06-10,,,11,17.32,11.28,risk situations,<100
albania,2021-06-11,,,11,17.43,11.42,risk situations,<100
albania,2021-06-12,,,12,17.5,11.51,risk situations,<100
albania,2021-06-13,,,10,17.52,11.54,risk situations,<100
albania,2021-06-14,,,2,17.64,11.63,risk situations,<100
albania,2021-06-15,,,8,17.65,11.83,risk situations,<100
albania,2021-06-16,,,7,17.7,11.99,risk situations,<100
albania,2021-06-17,,,5,17.76,12.21,risk situations,<100
albania,2021-06-18,,,3,,,risk situations,<100
albania,2021-06-19,,,4,,,risk situations,<100
albania,2021-06-20,,,2,17.93,12.68,risk situations,<100
albania,2021-06-21,,,,18.06,12.87,risk situations,<100
albania,2021-06-22,,,6,18.27,13.05,risk situations,<100
albania,2021-06-23,,,1,18.49,13.23,risk situations,<100
albania,2021-06-24,,,2,18.66,13.41,risk situations,<100
albania,2021-06-25,,,7,,,risk situations,<100
albania,2021-06-26,,,3,,,risk situations,<100
albania,2021-06-27,,,3,,,risk situations,<100
albania,2021-06-28,,,1,19.02,13.77,risk situations,<100
albania,2021-06-29,,,1,19.33,13.87,risk situations,<100
albania,2021-06-30,,,7,19.62,14.02,risk situations,<100
albania,2021-07-01,,,2,19.71,14.16,risk situations,<100
albania,2021-07-02,,,3,19.78,14.32,risk situations,<100
albania,2021-07-03,,,8,,,risk situations,<100
albania,2021-07-04,,,1,19.87,14.48,risk situations,<100
albania,2021-07-05,,,2,19.95,14.59,risk situations,<100
albania,2021-07-06,,,7,20.05,14.7,risk situations,<100
albania,2021-07-07,,,13,20.14,14.81,risk situations,<100
albania,2021-07-08,,,8,20.23,14.91,risk situations,<100
albania,2021-07-09,,,15,20.32,15,risk situations,<100
albania,2021-07-10,,,7,20.41,15.09,risk situations,<100
albania,2021-07-11,,,5,20.43,15.11,risk situations,<100
albania,2021-07-12,,,5,20.52,15.25,risk situations,<100
albania,2021-07-13,,,11,20.59,15.4,risk situations,<100
albania,2021-07-14,,,8,20.66,15.6,risk situations,<100
albania,2021-07-15,,,13,20.74,15.82,risk situations,<100
albania,2021-07-16,,,18,20.83,16.01,risk situations,<100
albania,2021-07-17,,,18,20.91,16.17,risk situations,<100
albania,2021-07-18,,,21,20.93,16.22,risk situations,<100
albania,2021-07-19,,,11,,,risk situations,<100
albania,2021-07-20,,,43,21.18,16.43,risk situations,<100
albania,2021-07-21,,,23,21.43,16.64,risk situations,<100
albania,2021-07-22,,,34,21.7,16.86,risk situations,<100
albania,2021-07-23,,,31,,,risk situations,<100
albania,2021-07-24,,,25,,,risk situations,<100
albania,2021-07-25,,,22,22.24,17.33,risk situations,<100
albania,2021-07-26,,,16,,,risk situations,<100
albania,2021-07-27,,,31,,,risk situations,<100
albania,2021-07-28,,,30,,,risk situations,<100
albania,2021-07-29,,,47,22.96,18.04,risk situations,<100
albania,2021-07-30,,,37,23.13,18.25,risk situations,<100
albania,2021-07-31,,,45,23.29,18.37,risk situations,<100
albania,2021-08-01,,,40,23.38,18.43,risk situations,<100
albania,2021-08-02,,,25,23.56,18.58,risk situations,<100
albania,2021-08-03,,,65,23.74,18.72,risk situations,<100
albania,2021-08-04,,,99,23.9,18.82,risk situations,<100
albania,2021-08-05,,,132,24.08,18.94,risk situations,<100
albania,2021-08-06,,,149,,,risk situations,<100
albania,2021-08-07,,,139,,,risk situations,<100
albania,2021-08-08,,,182,24.55,19.23,risk situations,<100
albania,2021-08-09,,,69,,,risk situations,<100
albania,2021-08-10,,,220,25.03,19.46,risk situations,<100
albania,2021-08-11,,,286,,,risk situations,<100
andorra,2021-05-11,,,18,,,public spaces,<10
andorra,2021-05-12,,,23,,,public spaces,<10
andorra,2021-05-13,,,,,,public spaces,<10
andorra,2021-05-14,,,40,,,public spaces,<10
andorra,2021-05-15,,,,,,public spaces,<10
andorra,2021-05-16,,,,,,public spaces,<10
andorra,2021-05-17,,,45,35.74,6.09,public spaces,<10
andorra,2021-05-18,,,14,,,public spaces,<10
andorra,2021-05-19,,,,,,public spaces,<10
andorra,2021-05-20,,,,,,public spaces,<10
andorra,2021-05-21,,,,,,public spaces,<10
andorra,2021-05-22,,,,,,public spaces,<10
andorra,2021-05-23,,,,,,public spaces,<10
andorra,2021-05-24,,,,,,public spaces,<10
andorra,2021-05-25,,,95,,,public spaces,<10
andorra,2021-05-26,,,7,,,public spaces,<10
andorra,2021-05-27,,,11,,,public spaces,<10
andorra,2021-05-28,,,11,,,public spaces,<10
andorra,2021-05-29,,,,,,public spaces,<10
andorra,2021-05-30,,,,,,public spaces,<10
andorra,2021-05-31,,,34,35.74,10.75,public spaces,<10
andorra,2021-06-01,,,2,,,public spaces,<10
andorra,2021-06-02,,,15,,,public spaces,<10
andorra,2021-06-03,,,8,,,public spaces,<10
andorra,2021-06-04,,,6,,,public spaces,<10
andorra,2021-06-05,,,,,,public spaces,<10
andorra,2021-06-06,,,,,,public spaces,<10
andorra,2021-06-07,,,19,39.52,14.16,public spaces,<10
andorra,2021-06-08,,,4,,,public spaces,<10
andorra,2021-06-09,,,10,,,public spaces,<10
andorra,2021-06-10,,,14,,,public spaces,<10
andorra,2021-06-11,,,8,,,public spaces,<10
andorra,2021-06-12,,,,,,public spaces,<10
andorra,2021-06-13,,,,,,public spaces,<10
andorra,2021-06-14,,,13,44.84,21.25,public spaces,<10
andorra,2021-06-15,,,2,,,public spaces,<10
andorra,2021-06-16,,,8,,,public spaces,<10
andorra,2021-06-17,,,3,,,public spaces,<10
andorra,2021-06-18,,,3,,,public spaces,<10
andorra,2021-06-19,,,,,,public spaces,<10
andorra,2021-06-20,,,,,,public spaces,<10
andorra,2021-06-21,,,22,50.04,31.84,public spaces,<10
andorra,2021-06-22,,,,,,public spaces,<10
andorra,2021-06-23,,,9,,,public spaces,<10
andorra,2021-06-24,,,4,,,public spaces,<10
andorra,2021-06-25,,,5,,,public spaces,<10
andorra,2021-06-26,,,,,,public spaces,<10
andorra,2021-06-27,,,,,,public spaces,<10
andorra,2021-06-28,,,,53.99,34.44,public spaces,<10
andorra,2021-06-29,,,18,,,public spaces,<10
andorra,2021-06-30,,,11,,,public spaces,<10
andorra,2021-07-01,,,7,,,public spaces,<10
andorra,2021-07-02,,,,,,public spaces,<10
andorra,2021-07-03,,,,,,public spaces,<10
andorra,2021-07-04,,,,,,public spaces,<10
andorra,2021-07-05,,,,,,public spaces,<10
andorra,2021-07-06,,,73,,,public spaces,<10
andorra,2021-07-07,,,30,,,public spaces,<10
andorra,2021-07-08,,,29,,,public spaces,<10
andorra,2021-07-09,,,25,,,public spaces,<10
andorra,2021-07-10,,,,,,public spaces,<10
andorra,2021-07-11,,,,,,public spaces,<10
andorra,2021-07-12,,,80,55.66,34.96,public spaces,<10
andorra,2021-07-13,,,12,,,public spaces,<10
andorra,2021-07-14,,,,,,public spaces,<10
andorra,2021-07-15,,,72,,,public spaces,<10
andorra,2021-07-16,,,34,,,public spaces,<10
andorra,2021-07-17,,,,,,public spaces,<10
andorra,2021-07-18,,,,,,risk situations,<10
andorra,2021-07-19,,,86,62.7,43.88,risk situations,<10
andorra,2021-07-20,,,20,,,risk situations,<10
andorra,2021-07-21,,,,,,risk situations,<10
andorra,2021-07-22,,,85,,,risk situations,<10
andorra,2021-07-23,,,34,,,risk situations,<10
andorra,2021-07-24,,,,,,risk situations,<10
andorra,2021-07-25,,,,,,risk situations,<10
andorra,2021-07-26,,,79,,,risk situations,<10
andorra,2021-07-27,,,9,,,risk situations,<10
andorra,2021-07-28,,,,,,risk situations,<10
andorra,2021-07-29,,,69,,,risk situations,<10
andorra,2021-07-30,,,23,,,risk situations,<10
andorra,2021-07-31,,,,,,risk situations,<10
andorra,2021-08-01,,,,65.68,46.04,risk situations,<10
andorra,2021-08-02,,,69,,,risk situations,<10
andorra,2021-08-03,,,19,,,,
andorra,2021-08-04,,,31,,,,
andorra,2021-08-05,,,12,,,,
andorra,2021-08-06,,,27,,,,
andorra,2021-08-07,,,,,,,
andorra,2021-08-08,,,,,,,
andorra,2021-08-09,,,,,,,
andorra,2021-08-10,,,37,,,,
andorra,2021-08-11,,,18,,,,
armenia,2021-05-11,,,243,,,,
armenia,2021-05-12,,,354,,,,
armenia,2021-05-13,,,267,,,,
armenia,2021-05-14,,,230,,,,
armenia,2021-05-15,,,282,,,,
armenia,2021-05-16,,,131,0.65,,,
armenia,2021-05-17,,,67,,,,
armenia,2021-05-18,,,212,,,,
armenia,2021-05-19,,,229,,,,
armenia,2021-05-20,,,191,,,,
armenia,2021-05-21,,,140,,,,
armenia,2021-05-22,,,181,,,,
armenia,2021-05-23,,,68,0.9,,,
armenia,2021-05-24,,,34,,,,
armenia,2021-05-25,,,157,,,,
armenia,2021-05-26,,,130,,,,
armenia,2021-05-27,,,140,,,,
armenia,2021-05-28,,,104,,,,
armenia,2021-05-29,,,42,,,,
armenia,2021-05-30,,,81,1.13,,,
armenia,2021-05-31,,,34,,,,
armenia,2021-06-01,,,108,,,,
armenia,2021-06-02,,,92,,,,
armenia,2021-06-03,,,108,,,,
armenia,2021-06-04,,,72,,,,
armenia,2021-06-05,,,93,,,,
armenia,2021-06-06,,,37,1.57,,,
armenia,2021-06-07,,,32,,,,
armenia,2021-06-08,,,73,,,,
armenia,2021-06-09,,,99,,,,
armenia,2021-06-10,,,76,,,,
armenia,2021-06-11,,,95,,,,
armenia,2021-06-12,,,88,,,,
armenia,2021-06-13,,,39,,,,
armenia,2021-06-14,,,41,,,,
armenia,2021-06-15,,,82,,,,
armenia,2021-06-16,,,99,,,,
armenia,2021-06-17,,,96,,,,
armenia,2021-06-18,,,86,,,,
armenia,2021-06-19,,,81,,,,
armenia,2021-06-20,,,60,1.77,0.4,,
armenia,2021-06-21,,,26,,,,
armenia,2021-06-22,,,77,,,,
armenia,2021-06-23,,,100,,,,
armenia,2021-06-24,,,103,,,,
armenia,2021-06-25,,,102,,,,
armenia,2021-06-26,,,93,,,,
armenia,2021-06-27,,,69,1.97,0.55,,
armenia,2021-06-28,,,54,,,,
armenia,2021-06-29,,,116,,,,
armenia,2021-06-30,,,128,,,,
armenia,2021-07-01,,,126,,,,
armenia,2021-07-02,,,118,,,,
armenia,2021-07-03,,,125,,,,
armenia,2021-07-04,,,89,,,,
armenia,2021-07-05,,,53,,,,
armenia,2021-07-06,,,55,,,,
armenia,2021-07-07,,,140,,,,
armenia,2021-07-08,,,186,,,,
armenia,2021-07-09,,,148,,,,
armenia,2021-07-10,,,150,,,,
armenia,2021-07-11,,,103,2.61,1.03,,
armenia,2021-07-12,,,71,,,,
armenia,2021-07-13,,,138,,,,
armenia,2021-07-14,,,159,,,,
armenia,2021-07-15,,,193,,,,
armenia,2021-07-16,,,162,,,,
armenia,2021-07-17,,,187,,,,
armenia,2021-07-18,,,132,3.19,1.23,,
armenia,2021-07-19,,,92,,,,
armenia,2021-07-20,,,194,,,,
armenia,2021-07-21,,,220,,,,
armenia,2021-07-22,,,225,,,,
armenia,2021-07-23,,,221,,,,
armenia,2021-07-24,,,250,,,,
armenia,2021-07-25,,,166,3.67,1.48,,
armenia,2021-07-26,,,112,,,,
armenia,2021-07-27,,,180,,,,
armenia,2021-07-28,,,280,,,,
armenia,2021-07-29,,,233,,,,
armenia,2021-07-30,,,264,,,,
armenia,2021-07-31,,,243,,,,
armenia,2021-08-01,,,229,4.06,1.74,,
armenia,2021-08-02,,,137,,,,
armenia,2021-08-03,,,237,,,,
armenia,2021-08-04,,,280,,,,
armenia,2021-08-05,,,329,,,,
armenia,2021-08-06,,,303,,,,
armenia,2021-08-07,,,298,,,,
armenia,2021-08-08,,,234,4.47,2.1,,
armenia,2021-08-09,,,140,,,,
armenia,2021-08-10,,,313,,,,
armenia,2021-08-11,,,391,,,,
austria,2021-05-11,5,1.53,870,31.17,11.43,public spaces,<10
austria,2021-05-12,5,1.53,1194,32.04,11.7,public spaces,<10
austria,2021-05-13,5,1.53,933,32.34,11.79,public spaces,<10
austria,2021-05-14,5,1.53,887,33.08,12.06,public spaces,<10
austria,2021-05-15,5,1.53,644,33.58,12.25,public spaces,<10
austria,2021-05-16,5,1.53,673,33.78,12.33,public spaces,<10
austria,2021-05-17,3,0.49,476,34.12,12.54,public spaces,<10
austria,2021-05-18,3,0.49,582,34.61,12.85,public spaces,<10
austria,2021-05-19,3,0.49,899,35.44,13.22,public spaces,<10
austria,2021-05-20,3,0.49,562,36.3,13.63,public spaces,<10
austria,2021-05-21,3,0.49,677,37.11,14.09,public spaces,<10
austria,2021-05-22,3,0.49,583,37.55,14.32,public spaces,<10
austria,2021-05-23,3,0.49,504,37.77,14.45,public spaces,<10
austria,2021-05-24,3,0.49,360,37.9,14.59,public spaces,<10
austria,2021-05-25,3,0.49,398,38.33,14.8,public spaces,<10
austria,2021-05-26,3,0.49,445,38.87,15.31,public spaces,<10
austria,2021-05-27,3,0.49,585,39.48,15.84,public spaces,<10
austria,2021-05-28,3,0.49,541,40.14,16.47,public spaces,<10
austria,2021-05-29,3,0.49,498,40.43,16.89,public spaces,<10
austria,2021-05-30,3,0.49,379,40.58,17.15,public spaces,<10
austria,2021-05-31,9,2.36,229,40.82,17.43,public spaces,<10
austria,2021-06-01,9,2.36,337,41.45,17.89,public spaces,<10
austria,2021-06-02,9,2.36,400,42.31,18.7,public spaces,<10
austria,2021-06-03,9,2.36,282,42.66,19.13,public spaces,<10
austria,2021-06-04,9,2.36,333,43.35,19.68,public spaces,<10
austria,2021-06-05,9,2.36,271,43.72,20.02,public spaces,<10
austria,2021-06-06,9,2.36,362,43.99,20.35,public spaces,<10
austria,2021-06-07,9,2.36,279,44.28,20.73,public spaces,<10
austria,2021-06-08,9,2.36,243,44.84,21.24,public spaces,<10
austria,2021-06-09,9,2.36,366,45.54,21.9,public spaces,<10
austria,2021-06-10,9,2.36,283,46.12,22.72,risk situations,<10
austria,2021-06-11,9,2.36,216,46.74,23.61,risk situations,<10
austria,2021-06-12,9,2.36,200,47.05,24.08,risk situations,<10
austria,2021-06-13,9,2.36,233,47.24,24.31,risk situations,<10
austria,2021-06-14,170,44.27,112,47.46,24.66,risk situations,<10
austria,2021-06-15,170,44.27,117,47.99,25.12,risk situations,<10
austria,2021-06-16,170,44.27,153,48.54,25.94,risk situations,<10
austria,2021-06-17,170,44.27,179,49.01,26.78,risk situations,<10
austria,2021-06-18,170,44.27,128,49.48,27.61,risk situations,<10
austria,2021-06-19,170,44.27,136,49.82,28.02,risk situations,<10
austria,2021-06-20,170,44.27,131,50.03,28.22,risk situations,<10
austria,2021-06-21,170,44.27,94,50.26,28.59,risk situations,<10
austria,2021-06-22,170,44.27,58,50.66,29.23,risk situations,<10
austria,2021-06-23,170,44.27,117,51.06,30.1,risk situations,<10
austria,2021-06-24,170,44.27,77,51.42,30.97,risk situations,<10
austria,2021-06-25,170,44.27,94,51.81,31.96,risk situations,<10
austria,2021-06-26,170,44.27,176,52.1,32.52,risk situations,<10
austria,2021-06-27,170,44.27,69,52.35,32.74,risk situations,<10
austria,2021-06-28,431,59.53,63,52.53,33.16,risk situations,<10
austria,2021-06-29,431,59.53,29,52.88,33.87,risk situations,<10
austria,2021-06-30,431,59.53,59,53.25,34.81,risk situations,<10
austria,2021-07-01,431,59.53,62,53.6,35.82,risk situations,<1000
austria,2021-07-02,431,59.53,95,53.91,36.81,risk situations,<1000
austria,2021-07-03,431,59.53,93,54.15,37.37,risk situations,<1000
austria,2021-07-04,431,59.53,75,54.53,37.67,risk situations,<1000
austria,2021-07-05,431,59.53,80,54.74,38.02,risk situations,<1000
austria,2021-07-06,431,59.53,84,55.05,38.66,risk situations,<1000
austria,2021-07-07,431,59.53,107,55.34,39.46,risk situations,<1000
austria,2021-07-08,431,59.53,120,55.63,40.28,risk situations,<1000
austria,2021-07-09,431,59.53,163,55.9,41.06,risk situations,<1000
austria,2021-07-10,431,59.53,162,56.04,41.51,risk situations,<1000
austria,2021-07-11,431,59.53,159,56.18,41.75,risk situations,<1000
austria,2021-07-12,445,88.29,192,56.27,42.07,risk situations,<1000
austria,2021-07-13,445,88.29,218,56.51,42.69,risk situations,<1000
austria,2021-07-14,445,88.29,332,56.69,43.43,risk situations,<1000
austria,2021-07-15,445,88.29,306,56.89,43.97,risk situations,<1000
austria,2021-07-16,445,88.29,341,57.1,44.7,risk situations,<1000
austria,2021-07-17,445,88.29,411,57.29,45.14,risk situations,<1000
austria,2021-07-18,445,88.29,323,57.37,45.39,risk situations,<1000
austria,2021-07-19,445,88.29,263,57.5,45.63,risk situations,<1000
austria,2021-07-20,445,88.29,316,57.64,46.03,risk situations,<1000
austria,2021-07-21,445,88.29,431,57.77,46.67,risk situations,<1000
austria,2021-07-22,445,88.29,452,57.97,47.27,risk situations,<1000
austria,2021-07-23,445,88.29,392,58.16,47.9,risk situations,<1000
austria,2021-07-24,445,88.29,349,58.29,48.38,risk situations,<1000
austria,2021-07-25,445,88.29,332,58.36,48.64,risk situations,<1000
austria,2021-07-26,601,98.85,312,58.46,48.89,risk situations,<1000
austria,2021-07-27,601,98.85,367,58.54,49.41,risk situations,<1000
austria,2021-07-28,601,98.85,552,58.63,49.96,risk situations,<1000
austria,2021-07-29,601,98.85,503,58.74,50.37,risk situations,<1000
austria,2021-07-30,601,98.85,514,58.87,50.89,risk situations,<1000
austria,2021-07-31,601,98.85,538,58.93,51.24,risk situations,<1000
austria,2021-08-01,601,98.85,452,58.96,51.52,risk situations,<1000
austria,2021-08-02,601,98.85,364,59.02,51.78,risk situations,<1000
austria,2021-08-03,601,98.85,390,59.11,52.22,risk situations,<1000
austria,2021-08-04,601,98.85,592,59.22,52.64,risk situations,<1000
austria,2021-08-05,601,98.85,505,59.32,53,risk situations,<1000
austria,2021-08-06,601,98.85,563,59.43,53.44,risk situations,<1000
austria,2021-08-07,601,98.85,607,59.51,53.72,risk situations,<1000
austria,2021-08-08,601,98.85,553,59.55,53.96,risk situations,<1000
austria,2021-08-09,90,97.83,450,59.6,54.1,risk situations,<1000
austria,2021-08-10,90,97.83,601,59.65,54.49,risk situations,<1000
austria,2021-08-11,90,97.83,902,59.73,54.86,risk situations,<1000
azerbaijan,2021-05-11,,,514,9.96,6.87,always,<10
azerbaijan,2021-05-12,,,558,10.01,7.03,always,<10
azerbaijan,2021-05-13,,,509,10.05,7.19,always,<10
azerbaijan,2021-05-14,,,326,10.08,7.29,always,<10
azerbaijan,2021-05-15,,,377,10.12,7.41,always,<10
azerbaijan,2021-05-16,,,472,10.17,7.54,always,<10
azerbaijan,2021-05-17,,,426,,,always,<10
azerbaijan,2021-05-18,,,432,10.28,7.81,always,<10
azerbaijan,2021-05-19,,,339,10.4,7.98,always,<10
azerbaijan,2021-05-20,,,437,10.54,8.12,always,<10
azerbaijan,2021-05-21,,,406,10.75,8.23,always,<10
azerbaijan,2021-05-22,,,352,11,8.35,always,<10
azerbaijan,2021-05-23,,,219,11.19,8.41,always,<10
azerbaijan,2021-05-24,,,156,11.19,8.41,always,<10
azerbaijan,2021-05-25,,,284,11.43,8.51,always,<10
azerbaijan,2021-05-26,,,203,11.69,8.59,always,<10
azerbaijan,2021-05-27,,,220,12.09,8.69,always,<10
azerbaijan,2021-05-28,,,242,12.62,8.78,always,<10
azerbaijan,2021-05-29,,,164,12.95,8.82,always,<10
azerbaijan,2021-05-30,,,141,13.34,8.88,always,<10
azerbaijan,2021-05-31,,,92,13.34,8.88,risk situations,<10
azerbaijan,2021-06-01,,,176,13.86,8.95,risk situations,<10
azerbaijan,2021-06-02,,,156,14.33,9.02,risk situations,<10
azerbaijan,2021-06-03,,,128,14.77,9.07,risk situations,<10
azerbaijan,2021-06-04,,,123,15.19,9.13,risk situations,<10
azerbaijan,2021-06-05,,,108,15.6,9.18,risk situations,<10
azerbaijan,2021-06-06,,,68,15.89,9.22,risk situations,<10
azerbaijan,2021-06-07,,,32,15.89,9.22,risk situations,<10
azerbaijan,2021-06-08,,,102,16.23,9.27,risk situations,<10
azerbaijan,2021-06-09,,,68,16.56,9.32,risk situations,<10
azerbaijan,2021-06-10,,,75,16.89,9.37,risk situations,<10
azerbaijan,2021-06-11,,,73,17.24,9.41,risk situations,<10
azerbaijan,2021-06-12,,,61,17.59,9.46,risk situations,<10
azerbaijan,2021-06-13,,,45,17.86,9.51,risk situations,<10
azerbaijan,2021-06-14,,,25,17.86,9.51,risk situations,<10
azerbaijan,2021-06-15,,,68,18.18,9.6,risk situations,<10
azerbaijan,2021-06-16,,,27,18.34,9.66,risk situations,<10
azerbaijan,2021-06-17,,,48,18.59,9.79,risk situations,<10
azerbaijan,2021-06-18,,,60,18.83,9.93,risk situations,<10
azerbaijan,2021-06-19,,,38,,,risk situations,<10
azerbaijan,2021-06-20,,,56,19.23,10.26,risk situations,<10
azerbaijan,2021-06-21,,,28,19.23,10.26,risk situations,<10
azerbaijan,2021-06-22,,,47,19.45,10.46,risk situations,<10
azerbaijan,2021-06-23,,,57,19.7,10.68,risk situations,<10
azerbaijan,2021-06-24,,,51,20.07,10.97,risk situations,<10
azerbaijan,2021-06-25,,,65,20.42,11.32,risk situations,<10
azerbaijan,2021-06-26,,,55,20.83,11.65,risk situations,<10
azerbaijan,2021-06-27,,,40,21.09,11.93,risk situations,<10
azerbaijan,2021-06-28,,,38,21.1,11.93,risk situations,<10
azerbaijan,2021-06-29,,,87,21.44,12.31,risk situations,<10
azerbaijan,2021-06-30,,,86,21.85,12.78,risk situations,<10
azerbaijan,2021-07-01,,,75,22.26,13.22,risk situations,<100
azerbaijan,2021-07-02,,,101,22.59,13.61,risk situations,<100
azerbaijan,2021-07-03,,,95,22.9,13.99,risk situations,<100
azerbaijan,2021-07-04,,,99,23.13,14.28,risk situations,<100
azerbaijan,2021-07-05,,,62,23.13,14.28,risk situations,<100
azerbaijan,2021-07-06,,,78,23.39,14.63,risk situations,<100
azerbaijan,2021-07-07,,,127,23.63,14.94,risk situations,<100
azerbaijan,2021-07-08,,,104,23.84,15.26,risk situations,<100
azerbaijan,2021-07-09,,,174,24.04,15.56,risk situations,<100
azerbaijan,2021-07-10,,,136,24.25,15.88,risk situations,<100
azerbaijan,2021-07-11,,,156,24.41,16.11,risk situations,<100
azerbaijan,2021-07-12,,,69,24.41,16.11,risk situations,<100
azerbaijan,2021-07-13,,,133,24.6,16.42,risk situations,<100
azerbaijan,2021-07-14,,,146,24.78,16.65,risk situations,<100
azerbaijan,2021-07-15,,,199,24.96,16.88,risk situations,<100
azerbaijan,2021-07-16,,,169,25.14,17.11,risk situations,<100
azerbaijan,2021-07-17,,,213,25.31,17.33,risk situations,<100
azerbaijan,2021-07-18,,,255,25.45,17.52,risk situations,<100
azerbaijan,2021-07-19,,,148,25.46,17.52,risk situations,<100
azerbaijan,2021-07-20,,,251,25.56,17.68,risk situations,<100
azerbaijan,2021-07-21,,,225,25.61,17.77,risk situations,<100
azerbaijan,2021-07-22,,,212,25.67,17.89,risk situations,<100
azerbaijan,2021-07-23,,,371,,,risk situations,<100
azerbaijan,2021-07-24,,,412,25.98,18.57,risk situations,<100
azerbaijan,2021-07-25,,,386,26.18,18.84,risk situations,<100
azerbaijan,2021-07-26,,,272,26.18,18.84,risk situations,<100
azerbaijan,2021-07-27,,,468,26.5,19.19,risk situations,<100
azerbaijan,2021-07-28,,,750,26.94,19.56,risk situations,<100
azerbaijan,2021-07-29,,,615,27.4,19.93,risk situations,<100
azerbaijan,2021-07-30,,,668,27.89,20.29,risk situations,<100
azerbaijan,2021-07-31,,,633,28.41,20.64,risk situations,<100
azerbaijan,2021-08-01,,,671,28.83,20.88,risk situations,<100
azerbaijan,2021-08-02,,,431,28.84,20.88,risk situations,<100
azerbaijan,2021-08-03,,,931,29.31,21.18,risk situations,<100
azerbaijan,2021-08-04,,,996,29.72,21.44,risk situations,<100
azerbaijan,2021-08-05,,,1196,30.12,21.67,risk situations,<100
azerbaijan,2021-08-06,,,1242,,,risk situations,<100
azerbaijan,2021-08-07,,,1289,30.87,22.1,risk situations,<100
azerbaijan,2021-08-08,,,1220,31.17,22.27,risk situations,<100
azerbaijan,2021-08-09,,,1101,31.17,22.27,risk situations,<100
azerbaijan,2021-08-10,,,1736,31.56,22.47,risk situations,<100
azerbaijan,2021-08-11,,,2396,31.99,22.68,risk situations,<100
belarus,2021-05-11,,,742,,,public spaces,<10
belarus,2021-05-12,,,896,,,public spaces,<10
belarus,2021-05-13,,,837,,,public spaces,<10
belarus,2021-05-14,,,1109,,,public spaces,<10
belarus,2021-05-15,,,1363,,,public spaces,<10
belarus,2021-05-16,,,1627,,,public spaces,<10
belarus,2021-05-17,,,1191,,,public spaces,<10
belarus,2021-05-18,,,1179,,,public spaces,<10
belarus,2021-05-19,,,1378,,,public spaces,<10
belarus,2021-05-20,,,1457,,,public spaces,<10
belarus,2021-05-21,,,1756,,,public spaces,<10
belarus,2021-05-22,,,1471,,,public spaces,<10
belarus,2021-05-23,,,1252,4.64,2.88,public spaces,<10
belarus,2021-05-24,,,953,,,public spaces,<10
belarus,2021-05-25,,,840,,,public spaces,<10
belarus,2021-05-26,,,1169,,,public spaces,<10
belarus,2021-05-27,,,1216,,,public spaces,<10
belarus,2021-05-28,,,1434,,,public spaces,<10
belarus,2021-05-29,,,992,,,public spaces,<10
belarus,2021-05-30,,,1178,5.47,2.96,public spaces,<10
belarus,2021-05-31,,,632,,,public spaces,<10
belarus,2021-06-01,,,636,,,public spaces,<10
belarus,2021-06-02,,,915,,,public spaces,<10
belarus,2021-06-03,,,879,,,public spaces,<10
belarus,2021-06-04,,,1183,,,public spaces,<10
belarus,2021-06-05,,,857,,,public spaces,<10
belarus,2021-06-06,,,943,6.47,3.32,public spaces,<10
belarus,2021-06-07,,,570,,,public spaces,<10
belarus,2021-06-08,,,597,,,public spaces,<10
belarus,2021-06-09,,,834,,,public spaces,<10
belarus,2021-06-10,,,966,,,public spaces,<10
belarus,2021-06-11,,,1026,,,public spaces,<10
belarus,2021-06-12,,,895,,,public spaces,<10
belarus,2021-06-13,,,923,7.42,3.94,public spaces,<10
belarus,2021-06-14,,,697,,,public spaces,<10
belarus,2021-06-15,,,501,,,public spaces,<10
belarus,2021-06-16,,,887,,,public spaces,<10
belarus,2021-06-17,,,873,,,public spaces,<10
